source,apiary_id,tag_number,capped_brood,total_brood,varroa_a,varroa_b,defensive_a,hygienic_a,hygienic_b,honey_kg,mortality_cause,weight_nov_kg,weight_apr_kg,mean_temp,std_temp,min_temp,max_temp,mean_humidity,std_humidity,min_humidity,max_humidity,mean_audio_density,reading_count,health_label
D1,Dubuc,202053,16442.3,23590,0.0,0.0,0.0,83.4,89.9,30.8,,,,31.13541223822401,7.543745317997912,4.03,39.41,59.76615118546003,6.387739892491175,44.08,84.33,5.177183196025407,15901,stressed
D1,Dubuc,202072,13933.2,20090,0.0,0.0,0.0,100.0,90.4,30.6,,,,33.89927824267782,3.70265485612651,2.75,46.45,62.15398884239889,3.7830774736703776,31.16,81.33,9.844365411436542,8604,healthy
D1,Cote,202196,11259.05,16740,0.0,0.0,0.0,100.0,89.8,53.4,,,,32.33813156440022,5.324742658892333,4.02,37.47,58.33924697500154,8.152802550082646,40.75,85.21,10.158581782445795,16281,healthy
D1,Cote,202130,14378.65,23900,1.14,0.0,0.0,96.8,87.0,36.2,,,,32.148281539030705,5.200892143685076,4.08,39.38,58.96468985078308,5.233903921097945,29.48,76.53,5.685398322851152,16218,stressed
D1,Cote,202132,14427.25,25705,0.0,0.0,36.0,94.0,94.8,41.8,,,,32.17575110679847,5.643213640884136,4.11,38.51,58.6402462247559,5.946939406675247,41.91,82.67,9.92291285099157,16489,healthy
D1,Dubuc,202074,17039.0,27960,0.0,2.74,0.0,53.2,58.8,47.6,,,,33.7112523659306,3.8820160312584773,2.39,38.1,60.167789432176654,5.063470620217571,45.6,86.5,7.813093059936909,12680,needs-inspection
D1,Cote,202068,14093.1,24050,1.77,2.32,0.0,96.3,99.1,60.0,,,,31.90119685515573,6.382361989387728,4.13,37.84,58.079360749924405,6.131224595816115,39.29,81.0,9.568384033867554,16535,stressed
D1,Dubuc,202054,11172.5,13520,0.0,,,,,,,,,33.63137421718067,3.4869768908234615,19.54,41.39,66.09246602859507,9.707158055662143,28.88,84.45,10.278316199929103,8463,healthy
D1,Cote,202070,10055.2,15820,0.0,0.53,0.0,63.4,44.9,28.6,,,,31.75625444340505,5.8479416022244965,3.88,41.29,54.255410040536326,5.474387085010423,29.48,70.82,7.6353963205488,16035,needs-inspection
D1,Dubuc,202111,12199.2,22465,0.0,0.82,12.0,,,12.4,,,,33.49361847521818,3.3004975019278135,3.01,44.65,63.370380372138975,7.6200611994675,28.88,87.46,15.372787749053186,12146,healthy
D1,Cote,202124,10378.1,17070,0.0,0.74,1.0,74.8,85.0,39.2,,,,31.862100193883293,6.312067189033041,3.77,38.34,59.258814810181995,6.66802863910996,42.1,87.3,8.615374319844893,15989,stressed
D1,Cote,202213,13986.7,23440,0.0,0.0,,,,,,,,34.68964308890331,2.164920447724556,19.35,39.76,62.82043088903309,6.653929348501599,25.72,77.93,23.42628423101882,7705,healthy
D1,Dubuc,202055,16202.9,28365,0.41,0.0,9.0,84.1,97.3,40.0,,,,33.983084554158495,3.8840877525458097,2.74,38.96,59.9244584150421,5.388173554860494,29.99,81.6,7.082392432806552,8669,stressed
D1,Cote,202202,10384.9,19660,0.0,,0.0,95.2,,,,,,34.11897099011983,1.4105146151879306,25.6,39.72,57.6697908345596,5.4820169823584095,41.71,71.8,8.055963842758041,9514,healthy
D1,Cote,202066,14693.25,19730,0.0,0.0,32.0,100.0,99.1,43.4,,,,31.87441129915987,5.95702345129048,3.32,38.8,54.355583221721666,5.501164448824722,37.9,73.21,6.675579568976014,16426,healthy
D1,Dubuc,202110,11553.075,23795,0.0,0.0,16.0,96.6,97.1,42.4,,,,32.67688686204815,5.212442593701273,4.47,39.85,61.021435182080346,7.331667478404182,32.46,83.22,13.3081288981289,14911,healthy
D1,Cote,202204,9695.0,19250,0.0,1.21,0.0,82.9,78.1,40.8,,,,32.355287148469166,5.688863706142559,3.9,37.97,61.95855209827275,7.187774814465865,42.84,80.63,15.102801646193178,16037,stressed
D1,Cote,202065,25650.6,43335,0.0,2.5,33.0,94.7,86.8,64.4,,,,33.25467681752527,4.4725444703650625,3.59,39.89,62.65572881559942,6.196905571516642,41.39,82.69,10.089041285507944,16616,stressed
D1,Cote,202129,14022.5,27650,0.0,1.28,37.0,81.0,60.8,61.2,,,,27.62129018338727,7.308138626077634,3.73,36.96,56.69416828478964,9.291183541335176,38.48,77.11,9.234245954692557,4635,needs-inspection
D1,Cote,202209,10808.9,21450,0.0,,0.0,100.0,,,,,,34.89568324480928,2.0680458404185424,19.76,39.76,65.47487204249154,9.303893104188402,33.17,89.33,10.818949782713664,8284,healthy
D1,Cote,202210,16891.3,28945,0.34,,,,,,,,,34.5694992707827,2.035592923036423,19.71,38.03,60.82473626640739,6.800119665251148,32.01,81.73,16.464508993680116,8228,healthy
D1,Cote,202050,14365.8,25630,0.0,0.0,51.0,99.1,74.0,63.6,,,,32.628447763006136,5.5366121074660315,6.32,38.43,61.36886298791963,8.133570814022958,33.46,81.58,13.768818672980029,16473,stressed
D1,Cote,202063,11285.75,18100,0.0,0.0,0.0,99.0,100.0,22.2,,,,29.833116256632902,5.400273621972855,3.59,40.75,61.898753014954174,5.580424685801615,45.9,82.98,5.704926435118186,16584,healthy
D1,Dubuc,202123,16756.75,27465,1.29,0.0,1.0,100.0,69.5,19.6,,,,34.333572541382665,4.092056788307754,0.24,38.9,62.877970788704964,4.695319019453621,42.15,83.6,9.156687439143134,10270,needs-inspection
D1,Cote,202069,12627.0,20445,0.0,0.0,0.0,100.0,100.0,45.0,,,,32.21793827002053,5.992420356573138,6.65,38.44,63.135500513347026,7.246390484640876,36.67,84.02,8.97829953798768,15584,healthy
D1,Dubuc,202060,14918.75,25570,0.0,0.0,0.0,100.0,85.0,33.0,,,,34.53814960934478,1.352445517046307,22.0,37.84,63.753491142569814,5.673243197301968,41.41,84.15,11.305520228978107,12927,healthy
D1,Dubuc,202128,21308.55,29690,0.0,0.73,0.0,96.4,95.8,30.2,,,,34.277407342961546,3.4707109706590393,2.64,37.46,64.32531668696711,5.4903727643219975,44.83,75.04,7.788001566034453,11494,healthy
D1,Dubuc,202047,6160.0,14690,1.19,,,,,,,,,29.800626631853785,3.036666838685499,24.56,36.7,53.41313315926893,6.586758521271258,40.98,68.31,3.9660704960835513,766,stressed
D1,Dubuc,202073,6850.0,13470,0.0,0.0,0.0,92.6,100.0,8.4,,,,33.60888013395056,3.8957881872091518,2.79,39.6,54.56857677533734,5.488839081769869,35.1,73.28,5.475448635871172,10153,healthy
D1,Dubuc,202071,15601.4,27200,1.81,0.87,0.0,81.9,100.0,31.4,,,,33.99559063313096,4.650650941914975,2.41,36.67,61.348428447528185,5.07051682452137,47.54,80.7,9.590001734605377,5765,stressed
D1,Dubuc,202061,5002.0,7920,0.0,0.0,0.0,75.4,54.6,5.2,,,,33.24687412414475,3.483832226148276,2.68,40.08,61.827430549831014,5.35583132988244,47.66,82.49,7.382417772648586,12131,needs-inspection
D1,Dubuc,202109,16473.75,25645,0.0,0.0,0.0,82.1,73.1,41.0,,,,33.40767228653562,3.6864089329109495,2.93,40.54,61.145846476575244,5.364102592618517,39.3,84.68,7.81853313650843,12871,stressed
D2,Dubuc,202056,,,,,,,,,,36.8,29.2,17.016075392670157,3.0302372181624455,2.45,34.75,77.37804746945899,10.753447820252017,58.68,89.99,-1.493876439790576,14325,healthy
D2,Cote,202131,,,,,,,,,,40.4,30.0,20.35607290492296,2.8305856923259323,2.51,22.5,31.08167981961669,13.288256279854776,23.72,70.37,-0.8997895527996994,2661,healthy
D2,Cote,202040,,,,,,,,,,37.4,27.2,14.953258502745928,5.0995818229289,2.57,34.49,71.3741029964351,29.647591932197972,25.14,99.9,0.8395977454475383,20758,healthy
D2,Dubuc,202048,,,,,,,,,Queen failure,37.0,29.8,20.671349480968857,2.37336421866565,2.42,22.36,35.42718339100346,12.147762534913154,26.34,78.92,-4.021470588235294,2890,needs-inspection
D2,Dubuc,202064,,,,,,,,,,35.8,27.0,17.75697383039131,3.6032212930402174,2.44,33.63,71.73867670657944,26.769276302464853,26.19,96.71,3.7152987285520305,16202,healthy
D2,Cote,202049,,,,,,,,,,39.0,29.2,15.148519700192443,4.655184815753227,2.62,34.48,74.80769269725513,29.478607417734235,24.42,99.99,2.1205003545021777,19746,healthy
D2,Cote,202114,,,,,,,,,,36.4,24.6,21.565160911094786,1.854737825899445,2.56,23.27,29.349706098457016,7.724905778361774,22.65,73.21,-4.530023512123439,6805,healthy
D2,Cote,202045,,,,,,,,,,39.8,31.6,15.013346522781774,4.475475576451715,2.29,34.12,74.51486630695443,27.757114312295887,20.14,99.99,0.4139388489208633,16680,healthy
D2,Dubuc,202062,,,,,,,,,,37.4,28.0,19.38668755732192,3.4384989463768614,2.52,35.17,64.0755406093957,23.055065112870057,24.85,93.02,-0.9834617344339142,19626,healthy
D2,Dubuc,202216,,,,,,,,,,37.8,28.6,16.646757741347905,3.2404096387978205,2.49,33.88,70.47373718449128,26.014652173647747,25.39,96.55,0.13602341920374708,19215,healthy
D2,Dubuc,202215,,,,,,,,,,40.4,31.6,15.019817653069246,1.8331681593536633,2.63,30.27,76.73082134716655,9.617454935530157,32.61,86.32,-0.12739133852078913,12723,healthy
D2,Dubuc,202214,,,,,,,,,Dead queen,41.4,32.6,19.46744879286937,2.785170623784318,2.35,33.77,65.54284162682251,25.092383855120417,25.48,99.99,1.7069553155067587,16941,needs-inspection
D2,Dubuc,202052,,,,,,,,,Dead queen,37.4,24.4,20.905207676306784,2.5225638879519026,2.45,32.56,69.38387640072469,7.732193563953903,42.47,88.36,0.1679057907803798,14903,needs-inspection
D2,Dubuc,202043,,,,,,,,,,39.2,28.4,19.150979832028792,2.7786468190684657,2.42,34.78,69.51526709706907,24.74486077651171,24.62,99.44,-0.049602925212820656,17503,healthy
D2,Cote,202067,,,,,,,,,,37.4,25.6,20.647897279952243,1.8402363219867994,2.59,33.58,39.918100444013284,25.749323704245743,23.53,99.99,-4.403781015633745,53602,healthy
D2,Cote,202039,,,,,,,,,,36.8,27.6,17.49810662125876,3.300052136384679,2.54,34.41,76.24066540048464,16.50495755232355,21.06,96.46,-2.0914270744646015,15269,healthy
D2,Cote,202212,,,,,,,,,,38.0,30.2,21.089865,1.8955209745790624,2.48,22.31,27.632080000000002,9.930574815166839,20.48,75.6,-5.358171666666666,6000,healthy
D2,Cote,202051,,,,,,,,,,38.0,28.6,18.358392253453104,3.962769415830133,2.69,35.15,74.84118999323867,31.87600529930046,22.05,99.99,0.8285970250169034,20706,healthy
D2,Cote,202211,,,,,,,,,,38.6,28.4,20.875716991854517,1.9588031712781624,2.51,22.34,31.160615646902826,7.949188305339492,25.82,65.35,-5.83878007198333,5279,healthy
D2,Dubuc,202053,,,,,,,,,,37.4,28.4,15.447657962109576,3.9140313487117826,2.37,33.15,71.0793097798259,27.580917750856454,24.45,99.99,-1.33920993343574,19530,healthy
D2,Dubuc,202072,,,,,,,,,Queen failure,39.6,27.4,20.829608910438203,1.6264497961786937,2.57,32.72,53.442968621352115,18.331024804861183,23.48,78.22,-3.127357515323392,21862,needs-inspection
D2,Cote,202196,,,,,,,,,,37.8,29.0,21.193220092210627,2.2776178882758784,2.61,22.98,30.57151904877457,12.02933486740327,24.19,78.14,-6.202450861441397,4121,healthy
D2,Cote,202130,,,,,,,,,,36.2,27.4,13.009518211824657,4.940845038895064,2.74,34.09,70.66010539116336,19.77657903770447,23.21,95.75,-3.5076501245005502,17269,healthy
D2,Cote,202132,,,,,,,,,,36.2,27.0,21.164492633897837,1.9564309954072254,2.79,22.71,27.98202808756712,9.427847045905818,19.0,71.78,0.09650695304970398,7263,healthy
D2,Dubuc,202074,,,,,,,,,,41.2,32.4,20.83896443185395,2.370634121408962,2.69,22.94,35.04082467736858,9.849845046016027,24.91,67.27,-1.3147403210576016,3177,healthy
D2,Cote,202068,,,,,,,,,Dead queen,36.0,29.4,20.606791443850266,2.2081363352081094,2.75,22.33,32.05817251801907,10.104176307130652,24.3,69.96,-7.135242966751918,4301,needs-inspection
D2,Cote,202070,,,,,,,,,Queen failure,37.0,22.0,21.20787398056083,1.608625257277455,2.6,23.66,23.874221316054072,7.45775071625332,11.92,63.34,-6.442786280862473,17902,needs-inspection
D2,Dubuc,202111,,,,,,,,,,35.0,24.6,15.377873303167421,4.2497987655312945,2.48,17.87,69.13484162895928,4.195100453590296,62.23,78.48,1.8922171945701358,221,healthy
D2,Cote,202124,,,,,,,,,,37.2,27.2,20.975646190949067,1.8742817573110337,2.39,22.39,29.799049510568874,9.347225349865242,21.88,74.36,-2.81949780110654,7049,healthy
D2,Dubuc,202055,,,,,,,,,,41.2,26.0,20.60067877331197,2.258090779236048,2.52,34.93,56.07402857524369,21.112990363686222,21.58,91.52,-2.655455111941959,22467,stressed
D2,Cote,202066,,,,,,,,,,37.4,28.4,19.055648967551623,4.722954109048759,2.27,22.42,37.95783185840708,16.323779073457303,23.12,77.05,-1.5440117994100293,678,healthy
D2,Dubuc,202110,,,,,,,,,,42.2,31.4,20.392525809039853,2.7604958319513018,2.48,32.07,65.96513987697246,25.74141948089643,22.43,98.45,-1.432903450120353,18695,healthy
D2,Cote,202204,,,,,,,,,,34.2,23.2,20.732708496148263,2.7805174930898944,2.5,34.4,60.32222172602434,21.368512202239227,19.24,98.92,8.665767556101374,17914,healthy
D2,Cote,202065,,,,,,,,,Starved,35.2,18.8,21.651984672602275,2.3284549602909896,2.08,29.33,55.69941169841091,16.973513560708415,21.75,81.65,7.487708779443255,17746,needs-inspection
D2,Cote,202129,,,,,,,,,,40.6,29.8,15.246862488862488,3.8436171604522906,2.5,30.94,81.76541015741016,24.26425031488517,23.61,99.94,2.3779429759429758,16835,healthy
D2,Cote,202050,,,,,,,,,Dead queen,37.6,24.6,20.939572610294118,0.9906175836906203,16.33,22.14,30.216559436274512,6.893048635552997,24.87,66.12,-3.614281556372549,6528,needs-inspection
D2,Dubuc,202123,,,,,,,,,,41.6,33.4,9.063685059189051,2.4073141315873365,2.68,31.3,83.7459769143037,8.93847012890197,31.45,89.99,8.221160184056318,50854,healthy
D2,Cote,202069,,,,,,,,,,37.4,29.0,13.750577992473179,5.310535251928364,2.86,36.57,74.1340684154356,23.591781484282,24.25,98.33,-5.53256585968657,17803,healthy
D2,Dubuc,202060,,,,,,,,,,35.6,28.0,17.874902008699475,4.116330612222041,10.84,32.12,65.56775475294462,26.008181502671953,24.99,97.07,-1.4948560676408778,20461,healthy
D2,Dubuc,202128,,,,,,,,,Queen failure,40.8,18.8,21.056812262615303,1.3400178840137,2.39,22.41,30.736763429191537,8.217847898999429,22.86,72.49,-7.860265870862723,7372,needs-inspection
D2,Dubuc,202073,,,,,,,,,,41.6,34.2,21.29647785592093,1.5506224210048367,2.54,22.66,27.36582018627637,7.744407448433761,21.61,75.34,-4.499534309066717,5261,healthy
D2,Dubuc,202071,,,,,,,,,,38.6,27.8,18.664136189822532,3.071056606635928,2.37,33.9,55.896482988528284,19.135903092850846,22.92,88.13,-2.855493675850574,20398,healthy
D2,Dubuc,202061,,,,,,,,,Queen failure,35.2,27.4,15.250182323691385,4.473341819301401,0.0,34.83,80.76415780189234,30.099615928165964,21.3,100.0,-2.3758534238520337,18703,needs-inspection
D2,Dubuc,202109,,,,,,,,,,41.8,33.4,16.854361006653168,3.2884826372161013,2.61,35.81,81.35373445183686,26.731657409509165,21.92,99.83,0.9417361874457623,17285,healthy
